Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
320,Antonin Bobichon\7d937aa1,fr FRA,MFFW,Angers,fr Ligue 1,26-233,1995,0.4,50.0,47.5,2.50,0.00,0.00,5.00,0.00,0.00,2.50,0.00,2.50,0.00,35.0,10.0,5.00,2.50,40.0,5.00,0.00,2.50,40.0,0.00,2.50,0.00,2.50,Matches
321,Herbert Bockhorn\5ad8c360,de GER,DF,Bochum,de Bundesliga,27-094,1995,8.4,38.8,31.9,6.90,0.48,0.00,6.19,0.95,2.14,0.00,0.00,0.00,0.00,20.1,9.29,9.40,7.74,21.5,1.79,6.43,0.00,28.2,0.12,0.95,1.31,1.55,Matches
322,Jean-Paul Boëtius\635f2732,nl NED,MF,Mainz 05,de Bundesliga,28-044,1994,19.0,45.2,41.5,3.68,2.26,0.32,7.63,2.21,1.00,1.26,0.74,0.47,0.05,29.5,6.68,9.00,7.79,35.0,1.32,0.16,0.63,33.6,0.42,0.68,2.11,1.00,Matches
323,Jeremie Boga\fe012aca,ci CIV,FWMF,Atalanta,it Serie A,25-122,1997,6.9,46.8,44.1,2.75,0.58,0.14,10.4,1.01,1.59,1.01,1.01,0.00,0.00,34.6,7.68,4.49,4.06,39.9,1.45,1.16,0.00,36.8,0.14,0.43,2.75,1.74,Matches
324,Jeremie Boga\fe012aca,ci CIV,FWMF,Sassuolo,it Serie A,25-122,1997,7.4,36.6,36.4,0.27,0.00,0.00,9.32,0.41,1.89,0.14,0.00,0.00,0.00,29.6,5.14,1.89,5.27,29.7,1.22,0.14,0.14,29.9,0.14,0.27,0.68,1.76,Matches
325,Luka Bogdan\cb678320,hr CRO,DF,Salernitana,it Serie A,26-040,1996,4.4,28.0,25.2,2.73,1.14,0.00,2.05,0.23,0.45,0.00,0.00,0.00,0.00,15.7,2.95,9.32,6.36,17.5,1.82,1.59,0.23,20.0,0.23,0.23,0.23,0.91,Matches
326,Emil Bohinen\c83c203f,no NOR,MF,Salernitana,it Serie A,23-054,1999,5.4,34.1,30.0,4.07,2.96,0.00,7.04,0.37,0.74,1.11,0.00,1.11,0.00,25.2,3.70,5.19,23.7,8.33,1.30,0.00,0.19,26.5,0.00,0.56,0.74,1.67,Matches
327,Quentin Boisgard\f6496133,fr FRA,MFFW,Lorient,fr Ligue 1,25-049,1997,10.5,37.5,33.3,4.19,1.14,0.19,8.86,1.43,1.43,2.76,0.86,1.33,0.19,24.8,5.24,7.52,2.86,32.3,0.95,0.29,0.38,27.0,0.10,0.38,1.71,1.24,Matches
328,Charles Boli\bbdd999a,fr FRA,MF,Lens,fr Ligue 1,23-248,1998,0.4,52.5,47.5,5.00,2.50,0.00,7.50,2.50,2.50,2.50,2.50,0.00,0.00,37.5,5.00,10.0,45.0,5.00,0.00,0.00,2.50,42.5,0.00,2.50,2.50,2.50,Matches
329,Willy Boly\a4ac4b8f,ci CIV,DF,Wolves,eng Premier League,31-091,1991,6.0,59.8,57.7,2.17,1.33,0.00,7.17,0.33,0.00,0.00,0.00,0.00,0.00,44.0,3.00,12.8,5.67,48.2,2.67,0.67,0.17,49.2,0.00,1.83,1.33,0.17,Matches
330,Giacomo Bonaventura\d995ed27,it ITA,MF,Fiorentina,it Serie A,32-256,1989,22.4,48.5,46.6,1.88,0.85,0.13,8.26,1.47,0.71,0.76,0.00,0.58,0.00,36.7,4.78,7.05,11.7,34.5,1.29,0.09,0.27,40.1,0.18,0.63,1.96,0.89,Matches
331,Federico Bonazzoli\bf57eaab,it ITA,FWMF,Salernitana,it Serie A,24-349,1997,18.5,26.3,23.4,2.92,0.38,0.05,4.97,2.05,0.38,0.54,0.22,0.27,0.00,17.2,4.00,5.08,20.4,4.32,0.81,0.11,0.22,19.4,0.05,0.43,1.08,1.35,Matches
332,Tarsis Bonga\6ebbc28a,de GER,FW,Bochum,de Bundesliga,25-115,1997,0.1,50.0,50.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,30.0,20.0,0.00,30.0,20.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,30.0,Matches
333,Kevin Bonifazi\fb77bfef,it ITA,DF,Bologna,it Serie A,25-351,1996,12.5,51.1,48.4,2.72,2.16,0.08,6.48,2.16,0.24,0.00,0.00,0.00,0.00,34.8,5.68,10.6,17.5,30.2,1.36,0.40,0.24,42.2,0.00,0.96,0.96,0.64,Matches
334,Solomon Bonnah\dd7b6eb8,nl NED,DF,RB Leipzig,de Bundesliga,18-259,2003,0.1,40.0,40.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,40.0,0.00,0.00,20.0,20.0,0.00,0.00,0.00,40.0,0.00,0.00,0.00,0.00,Matches
335,Leonardo Bonucci\52ec54d0,it ITA,DF,Juventus,it Serie A,35-004,1987,19.3,57.3,53.6,3.63,2.69,0.05,4.30,3.01,0.10,0.00,0.00,0.00,0.00,39.4,5.60,12.3,9.59,44.7,1.40,0.16,0.31,49.8,0.26,0.31,1.04,0.47,Matches
336,Sebastiaan Bornauw\01834aa0,be BEL,DF,Wolfsburg,de Bundesliga,23-044,1999,22.3,52.2,50.5,1.61,1.12,0.00,5.83,1.26,0.09,0.00,0.00,0.00,0.00,39.6,3.95,8.61,7.35,39.3,2.78,0.18,0.18,45.0,0.22,0.85,0.49,0.54,Matches
337,Rafael Borré\c68da769,co COL,FW,Eint Frankfurt,de Bundesliga,26-232,1995,25.4,26.8,24.9,1.93,0.08,0.08,8.54,0.31,1.06,0.04,0.00,0.00,0.00,16.6,6.42,3.78,1.77,20.8,1.26,0.24,0.79,19.5,0.08,0.39,1.22,1.50,Matches
338,Sven Botman\ccce7025,nl NED,DF,Lille,fr Ligue 1,22-113,2000,23.0,60.3,58.4,1.91,1.74,0.04,5.43,2.30,0.00,0.00,0.00,0.00,0.00,48.9,4.39,7.09,40.6,15.4,2.48,0.17,0.13,53.9,0.17,0.65,1.13,0.70,Matches
339,Denis Bouanga\0b0cbe5b,ga GAB,FWMF,Saint-Étienne,fr Ligue 1,27-175,1994,24.2,29.3,26.9,2.48,0.58,0.00,6.74,2.02,2.15,0.54,0.41,0.04,0.00,17.2,5.79,6.32,5.45,19.3,1.45,1.12,0.25,19.9,0.08,0.83,1.32,1.53,Matches
340,Hicham Boudaoui\f9d5908e,dz ALG,MF,Nice,fr Ligue 1,22-224,1999,16.6,36.5,35.8,0.72,0.30,0.12,8.43,0.48,1.99,0.06,0.00,0.00,0.00,27.4,4.70,4.40,5.00,29.0,1.33,0.36,0.12,27.8,0.12,0.78,1.51,1.57,Matches
341,Ryad Boudebouz\1001ae82,dz ALG,MFFW,Saint-Étienne,fr Ligue 1,32-075,1990,23.6,62.9,56.4,6.53,4.19,0.08,11.5,3.18,1.95,1.86,1.23,0.42,0.04,45.3,6.14,11.4,51.9,8.64,1.36,0.00,0.55,49.4,0.25,1.06,2.97,0.97,Matches
342,Sofiane Boufal\b0c71810,ma MAR,FWMF,Angers,fr Ligue 1,28-230,1993,25.9,39.5,33.7,5.79,1.70,0.15,6.99,2.36,2.01,3.28,0.85,1.20,0.19,28.1,4.21,7.14,7.18,30.5,0.50,0.31,0.66,29.9,0.12,0.85,1.78,1.51,Matches
343,Farid Boulaya\a0791826,dz ALG,MFFW,Metz,fr Ligue 1,29-069,1993,15.1,43.7,38.5,5.17,1.39,0.07,8.21,3.11,2.05,2.32,0.46,1.52,0.00,25.0,5.83,12.8,5.56,35.5,1.06,0.73,0.26,28.8,0.66,1.66,2.85,1.85,Matches
344,Yassine Bounou\f6798fc3,ma MAR,GK,Sevilla,es La Liga,31-030,1991,28.0,34.9,25.3,9.61,1.96,0.00,2.82,1.36,0.00,0.00,0.00,0.00,0.00,20.1,1.07,13.7,23.0,6.32,0.00,0.00,3.36,26.4,0.07,1.36,0.29,0.04,Matches
345,Ismaëlben Boura\62e02107,fr FRA,DF,Lens,fr Ligue 1,21-264,2000,1.1,65.5,59.1,6.36,3.64,0.00,8.18,2.73,1.82,0.00,0.00,0.00,0.00,49.1,5.45,10.9,56.4,2.73,1.82,2.73,0.00,54.5,0.00,0.00,2.73,0.00,Matches
346,Mehdi Bourabia\0d077b88,ma MAR,MF,Spezia,it Serie A,30-271,1991,3.1,37.4,31.6,5.81,5.16,0.00,4.84,0.00,0.00,0.65,0.65,0.00,0.00,28.4,3.23,5.81,5.16,30.3,1.61,0.00,0.00,30.0,0.32,1.61,1.29,0.65,Matches
347,Benjamin Bourigeaud\20e73fac,fr FRA,FWMF,Rennes,fr Ligue 1,28-111,1994,32.9,54.0,46.5,7.48,1.52,0.30,7.02,3.62,3.47,4.89,1.31,2.74,0.27,32.6,7.87,13.5,4.83,46.1,1.25,1.06,0.21,39.3,0.18,1.19,2.49,2.28,Matches
348,Redwan Bourles\5c7895a0,fr FRA,MFFW,Lorient,fr Ligue 1,19-123,2003,0.2,25.0,15.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,15.0,0.00,0.00,15.0,0.00,10.0,0.00,15.0,0.00,0.00,10.0,0.00,Matches
349,Edoardo Bove\ae94a6c5,it ITA,MFFW,Roma,it Serie A,19-354,2002,0.8,45.0,41.3,3.75,3.75,0.00,3.75,2.50,2.50,0.00,0.00,0.00,0.00,36.3,2.50,6.25,1.25,40.0,3.75,0.00,0.00,38.8,0.00,0.00,1.25,1.25,Matches
350,Jarrod Bowen\79c84d1c,eng ENG,FW,West Ham,eng Premier League,25-136,1996,30.1,25.9,22.5,3.46,0.53,0.17,5.51,2.52,1.56,2.52,2.16,0.07,0.13,15.4,4.12,6.41,19.0,4.82,0.76,0.13,0.17,17.6,0.10,0.43,1.06,1.33,Matches
351,Dedryck Boyata\7c473e12,be BEL,DF,Hertha BSC,de Bundesliga,31-158,1990,19.1,39.3,38.3,1.05,0.99,0.00,5.03,0.89,0.00,0.00,0.00,0.00,0.00,29.1,3.46,6.81,5.13,30.3,2.67,0.00,0.21,33.9,0.10,0.89,0.52,0.31,Matches
352,Lucas Boyé\d49f3e6b,ar ARG,FW,Elche,es La Liga,26-066,1996,18.4,23.3,21.8,1.52,0.05,0.00,7.17,0.76,0.60,0.00,0.00,0.00,0.00,17.4,3.26,2.66,4.35,16.4,0.82,0.05,0.87,17.2,0.22,0.60,1.09,1.14,Matches
353,Domagoj Bradarić\8bbe2df5,hr CRO,DFMF,Lille,fr Ligue 1,22-146,1999,4.1,61.5,50.7,10.7,2.20,0.00,8.05,1.46,3.66,0.49,0.24,0.24,0.00,39.5,9.76,12.2,42.9,7.56,1.71,8.05,0.24,47.3,0.00,1.46,3.66,1.22,Matches
354,Bilal Brahimi\02bcaf8e,fr FRA,MF,Nice,fr Ligue 1,22-052,2000,2.6,48.5,40.8,7.69,2.69,0.00,10.8,3.08,4.23,3.08,1.15,1.54,0.00,30.8,7.31,10.4,42.7,2.69,0.00,1.92,0.77,35.0,0.00,1.15,1.15,1.92,Matches
355,Bilal Brahimi\02bcaf8e,fr FRA,FWDF,Angers,fr Ligue 1,22-052,2000,3.8,25.8,22.9,2.89,0.53,0.00,3.95,0.26,3.42,0.00,0.00,0.00,0.00,16.3,5.00,4.47,18.4,3.42,0.79,2.37,0.26,18.7,0.26,0.26,1.05,2.11,Matches
356,Martin Braithwaite\fd771f95,dk DEN,FW,Barcelona,es La Liga,30-334,1991,2.6,21.9,21.2,0.77,0.38,0.00,5.00,0.38,0.38,0.00,0.00,0.00,0.00,15.4,4.62,1.92,3.08,16.5,0.77,0.38,0.38,17.7,0.00,0.00,1.15,0.38,Matches
357,Julian Brandt\a167537f,de GER,MFFW,Dortmund,de Bundesliga,26-003,1996,21.1,58.0,52.8,5.17,0.66,0.24,10.0,2.18,1.52,3.93,1.66,1.85,0.05,42.8,6.07,9.10,10.3,44.4,1.61,0.47,0.71,45.8,0.19,0.85,2.61,1.47,Matches
358,Jarrad Branthwaite\c1949191,eng ENG,DF,Everton,eng Premier League,19-312,2002,3.1,27.4,25.5,1.94,1.61,0.00,5.81,0.32,0.00,0.00,0.00,0.00,0.00,17.1,4.84,5.48,14.2,9.35,1.61,0.32,0.00,20.6,0.00,1.94,0.65,0.65,Matches
359,Darko Brašanac\4accb7e0,rs SRB,MF,Osasuna,es La Liga,30-082,1992,23.8,33.3,31.6,1.68,0.21,0.04,8.28,0.46,0.88,0.00,0.00,0.00,0.00,22.4,5.46,5.46,5.67,22.9,2.61,0.17,0.29,24.8,0.21,0.59,1.26,1.93,Matches
360,Lilian Brassier\5b146df3,fr FRA,DF,Brest,fr Ligue 1,22-184,1999,23.0,49.5,46.1,3.35,1.78,0.13,3.83,1.83,0.39,0.00,0.00,0.00,0.00,35.3,3.35,10.8,38.9,6.61,1.48,1.57,0.13,40.7,0.00,0.96,1.17,0.83,Matches
361,Claudio Bravo\10072610,cl CHI,GK,Betis,es La Liga,39-022,1983,16.0,31.4,20.9,10.5,4.50,0.00,2.63,1.63,0.00,0.00,0.00,0.00,0.00,12.0,1.69,17.7,2.50,24.1,0.06,0.00,3.13,20.0,0.19,0.88,0.50,0.19,Matches
362,Iker Bravo\db8c8860,es ESP,FW,Leverkusen,de Bundesliga,17-112,2005,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
363,Fabian Bredlow\d28339cb,de GER,GK,Stuttgart,de Bundesliga,27-064,1995,4.0,31.8,21.8,10.0,0.75,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,25.3,0.75,5.75,15.0,10.3,0.00,0.00,5.50,28.8,0.00,0.25,0.25,0.00,Matches
364,Josip Brekalo\d4a2533d,hr CRO,MFFW,Torino,it Serie A,23-316,1998,23.0,46.4,42.0,4.48,1.57,0.26,8.65,2.70,3.13,1.96,0.65,0.74,0.13,30.8,6.22,9.43,6.78,37.0,1.17,0.52,0.30,33.3,0.39,0.91,1.65,1.96,Matches
365,Josip Brekalo\d4a2533d,hr CRO,MF,Wolfsburg,de Bundesliga,23-316,1998,0.2,90.0,90.0,0.00,0.00,0.00,30.0,5.00,10.0,0.00,0.00,0.00,0.00,45.0,25.0,20.0,20.0,65.0,0.00,0.00,0.00,65.0,0.00,0.00,5.00,10.0,Matches
366,Gleison Bremer\5fd5ed86,br BRA,DF,Torino,it Serie A,25-048,1997,31.1,44.2,43.3,0.87,0.74,0.00,6.66,0.74,0.03,0.00,0.00,0.00,0.00,31.4,4.57,8.26,6.27,32.2,2.64,0.03,0.26,37.6,0.10,0.58,0.29,0.51,Matches
367,Jimmy Briand\f83c8d6c,fr FRA,FWMF,Bordeaux,fr Ligue 1,36-276,1985,2.3,30.4,28.7,1.74,0.43,0.43,6.52,0.43,0.87,0.43,0.43,0.00,0.00,24.3,3.04,3.04,2.61,25.7,1.30,0.00,0.43,27.0,0.00,0.00,0.87,0.00,Matches
368,Yan Brice Eteki\3d688b46,cm CMR,MF,Granada,es La Liga,24-252,1997,2.9,36.6,36.2,0.34,0.34,0.00,12.8,1.03,0.00,0.00,0.00,0.00,0.00,26.2,3.79,6.55,2.41,30.3,0.69,0.00,0.69,28.6,0.00,0.34,0.69,0.34,Matches
369,Brian Brobbey\4c184730,nl NED,FW,RB Leipzig,de Bundesliga,20-093,2002,1.5,25.3,24.0,1.33,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,17.3,5.33,2.67,0.67,19.3,2.67,0.00,0.67,21.3,0.00,0.00,0.67,0.67,Matches
370,Armando Broja\97220da2,al ALB,FW,Southampton,eng Premier League,20-237,2001,20.0,18.5,18.3,0.20,0.00,0.00,6.45,0.05,0.95,0.00,0.00,0.00,0.00,9.90,4.70,3.90,1.10,10.9,2.70,0.00,0.15,11.2,0.00,0.45,1.10,0.85,Matches
371,Dylan Bronn\edd81e2a,tn TUN,DF,Metz,fr Ligue 1,26-320,1995,26.0,41.9,39.0,2.96,1.88,0.12,4.00,1.23,0.31,0.00,0.00,0.00,0.00,30.9,3.27,7.77,3.58,35.0,1.73,1.08,0.04,34.6,0.15,0.58,1.27,0.69,Matches
372,John Brooks\e27da244,us USA,DF,Wolfsburg,de Bundesliga,29-097,1993,27.1,59.9,57.3,2.58,2.29,0.04,5.42,2.55,0.15,0.00,0.00,0.00,0.00,43.6,4.98,11.3,43.4,10.7,3.25,0.26,0.44,51.2,0.18,0.96,1.14,0.70,Matches
373,Daniel Brosinski\a7813ac4,de GER,DF,Mainz 05,de Bundesliga,33-292,1988,3.6,57.2,41.7,15.6,0.83,0.00,6.11,0.83,3.06,0.83,0.28,0.28,0.00,24.4,10.8,21.9,2.78,37.8,1.94,13.9,0.00,35.8,0.00,1.67,2.50,2.78,Matches
374,Josh Brownhill\47369df8,eng ENG,MF,Burnley,eng Premier League,26-137,1995,29.0,36.5,34.8,1.72,0.55,0.07,6.66,1.28,0.69,0.66,0.52,0.03,0.10,21.1,5.28,10.1,3.48,27.9,3.10,0.14,0.17,27.3,0.38,0.52,1.10,0.90,Matches
375,Marcelo Brozović\33b8d077,hr CRO,MF,Inter,it Serie A,29-170,1992,29.6,77.4,73.8,3.61,3.14,0.07,9.09,3.01,0.47,0.17,0.10,0.07,0.00,59.5,8.58,9.29,13.6,60.4,2.26,0.27,0.27,70.6,0.07,0.54,1.55,0.57,Matches
376,Cédric Brunner\f0a37d36,ch SUI,DF,Arminia,de Bundesliga,28-077,1994,24.1,47.3,35.3,12.0,1.04,0.08,6.76,1.16,1.87,0.46,0.12,0.12,0.00,20.5,7.51,19.2,4.44,27.8,3.07,10.5,0.17,31.7,0.17,1.29,1.62,1.54,Matches
377,Lewis Brunt\a2081c6b,eng ENG,MF,Leicester City,eng Premier League,21-180,2000,0.3,70.0,70.0,0.00,0.00,0.00,10.0,3.33,0.00,0.00,0.00,0.00,0.00,63.3,3.33,3.33,10.0,60.0,0.00,0.00,0.00,70.0,0.00,0.00,0.00,0.00,Matches
378,Jacob Bruun Larsen\4e204552,dk DEN,FWMF,Hoffenheim,de Bundesliga,23-228,1998,8.2,33.7,31.6,2.07,0.12,0.24,5.61,0.73,1.59,0.37,0.37,0.00,0.00,22.0,5.49,6.22,6.95,21.5,3.17,1.46,0.12,24.8,0.12,0.98,1.83,1.34,Matches
379,Bryan\7b5ab7f2,es ESP,FWMF,Tottenham,eng Premier League,21-083,2001,1.0,63.0,60.0,3.00,1.00,0.00,7.00,0.00,4.00,0.00,0.00,0.00,0.00,53.0,6.00,4.00,60.0,1.00,0.00,2.00,0.00,49.0,0.00,0.00,6.00,2.00,Matches
380,Bryan\7b5ab7f2,es ESP,MFFW,Valencia,es La Liga,21-083,2001,7.0,28.3,25.0,3.29,1.14,0.14,5.14,1.29,2.86,1.71,1.00,0.43,0.00,15.9,4.57,7.86,25.1,1.14,1.00,0.43,0.29,17.6,0.29,1.43,2.00,0.57,Matches
381,Ante Budimir\8f3565b3,hr CRO,FW,Osasuna,es La Liga,30-287,1991,16.1,19.1,18.1,1.06,0.00,0.00,8.45,0.12,0.31,0.00,0.00,0.00,0.00,8.45,5.03,5.65,9.69,1.80,2.30,0.19,0.43,11.8,0.25,0.68,0.75,1.12,Matches
382,Emi Buendía\66b76d44,ar ARG,FWMF,Aston Villa,eng Premier League,25-131,1996,17.8,41.5,38.7,2.75,0.62,0.39,8.99,1.24,0.90,0.90,0.45,0.22,0.06,31.5,4.89,5.11,4.78,34.4,0.73,0.39,0.34,32.5,0.17,0.79,2.42,1.12,Matches
383,Osman Bukari\eab85789,gh GHA,FWMF,Nantes,fr Ligue 1,23-143,1998,10.1,28.3,27.6,0.69,0.10,0.00,5.54,0.40,1.39,0.10,0.10,0.00,0.00,21.0,3.96,3.37,4.06,21.6,1.39,0.50,0.30,21.2,0.10,0.30,1.09,0.99,Matches
384,Aleksander Buksa\59f2d958,pl POL,FW,Genoa,it Serie A,19-110,2003,0.7,21.4,20.0,1.43,0.00,0.00,7.14,0.00,1.43,0.00,0.00,0.00,0.00,11.4,4.29,5.71,11.4,2.86,1.43,0.00,1.43,8.57,0.00,0.00,2.86,1.43,Matches
385,Alessandro Buongiorno\4ae67f27,it ITA,DF,Torino,it Serie A,22-333,1999,12.6,40.6,39.4,1.27,1.11,0.08,5.00,0.56,0.48,0.00,0.00,0.00,0.00,28.4,3.65,8.57,29.6,4.68,3.33,0.16,0.24,32.7,0.08,1.67,0.87,0.71,Matches
386,Sascha Burchert\25bdea4b,de GER,GK,Greuther Fürth,de Bundesliga,32-187,1989,13.0,38.9,27.6,11.3,2.77,0.00,1.92,0.38,0.00,0.00,0.00,0.00,0.00,13.6,1.46,23.8,2.31,28.9,0.00,0.00,3.23,23.6,0.31,1.08,0.31,0.15,Matches
387,Delano Burgzorg\05e2d5ea,nl NED,FW,Mainz 05,de Bundesliga,23-179,1998,0.3,13.3,13.3,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,13.3,0.00,0.00,3.33,10.0,0.00,0.00,0.00,13.3,0.00,0.00,0.00,0.00,Matches
388,Jonathan Burkardt\05f99a4a,de GER,FWMF,Mainz 05,de Bundesliga,21-298,2000,27.2,21.0,19.9,1.10,0.00,0.00,6.73,0.37,0.85,0.00,0.00,0.00,0.00,13.5,4.45,2.98,4.04,14.4,0.70,0.07,0.77,14.9,0.15,0.26,1.18,1.14,Matches
389,Dan Burn\b2d31e83,eng ENG,DF,Newcastle Utd,eng Premier League,29-361,1992,13.0,36.8,36.2,0.54,0.31,0.00,5.54,0.46,0.08,0.00,0.00,0.00,0.00,24.2,4.00,8.54,24.8,4.46,4.00,0.23,0.23,29.8,0.00,1.08,0.54,0.69,Matches
390,Dan Burn\b2d31e83,eng ENG,DF,Brighton,eng Premier League,29-361,1992,11.4,54.6,53.0,1.67,1.05,0.09,4.82,1.14,0.09,0.00,0.00,0.00,0.00,40.6,4.12,9.91,43.6,5.18,3.33,0.53,0.18,44.5,0.18,0.96,1.40,0.79,Matches
391,Maxime Busi\7b082ec2,be BEL,DF,Reims,fr Ligue 1,22-203,1999,12.5,48.8,39.7,9.12,0.64,0.00,8.24,1.36,1.84,0.00,0.00,0.00,0.00,28.7,10.2,9.92,4.24,34.6,0.64,8.48,0.08,38.2,0.32,0.72,2.16,1.12,Matches
392,Gianluca Busio\4a0b7f07,us USA,MF,Venezia,it Serie A,19-342,2002,21.4,41.6,39.0,2.66,1.54,0.00,6.68,1.59,0.56,0.89,0.33,0.51,0.00,30.0,4.44,7.15,4.35,34.4,1.40,0.19,0.09,34.5,0.23,0.61,1.03,0.98,Matches
393,Oriol Busquets\49712367,es ESP,MF,Clermont Foot,fr Ligue 1,23-105,1999,1.0,69.0,67.0,2.00,2.00,0.00,12.0,3.00,0.00,0.00,0.00,0.00,0.00,53.0,7.00,9.00,14.0,50.0,2.00,0.00,1.00,63.0,0.00,1.00,1.00,0.00,Matches
394,Sergio Busquets\5ab0ea87,es ESP,MF,Barcelona,es La Liga,33-293,1988,32.5,77.5,74.4,3.11,2.98,0.15,10.9,2.58,0.12,0.00,0.00,0.00,0.00,58.7,7.17,11.6,14.2,58.6,2.77,0.12,0.31,68.1,0.46,1.05,1.82,0.68,Matches
395,Jack Butland\cc70a1d5,eng ENG,GK,Crystal Palace,eng Premier League,29-056,1993,5.5,34.2,22.5,11.6,3.64,0.00,2.36,0.73,0.00,0.00,0.00,0.00,0.00,20.9,0.00,13.3,8.18,20.5,0.00,0.00,4.18,24.4,0.00,0.36,0.18,0.18,Matches
396,Adrián Butzke\505dce2b,es ESP,FW,Granada,es La Liga,23-036,1999,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
397,Marcin Bułka\db87a2c4,pl POL,GK,Nice,fr Ligue 1,22-213,1999,1.0,23.0,16.0,7.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,3.00,5.00,12.0,0.00,0.00,6.00,21.0,0.00,0.00,1.00,0.00,Matches
398,Jamie Bynoe-Gittens\10745192,eng ENG,FW,Dortmund,de Bundesliga,17-270,2004,1.0,29.0,28.0,1.00,0.00,2.00,8.00,0.00,2.00,0.00,0.00,0.00,0.00,18.0,5.00,6.00,4.00,23.0,0.00,1.00,0.00,22.0,0.00,1.00,1.00,0.00,Matches
399,Sam Byram\1bf811d4,eng ENG,DF,Norwich City,eng Premier League,28-231,1993,8.0,44.5,37.1,7.38,0.75,0.00,4.63,0.50,0.88,0.00,0.00,0.00,0.00,26.5,9.50,8.50,2.88,30.1,3.13,6.63,0.13,33.6,0.13,2.38,1.38,1.38,Matches
400,Erick Cabaco\e7ab4179,uy URU,DF,Getafe,es La Liga,27-016,1995,4.5,35.8,34.0,1.78,1.11,0.00,3.56,2.00,0.00,0.00,0.00,0.00,0.00,19.6,3.33,12.9,3.11,28.2,2.67,0.67,0.22,25.1,0.00,1.56,1.78,0.67,Matches
401,Willy Caballero\a179d516,ar ARG,GK,Southampton,eng Premier League,40-219,1981,2.0,29.5,20.5,9.00,2.50,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,8.50,0.00,21.0,3.50,25.0,0.00,0.00,0.00,19.5,0.00,1.00,0.50,0.00,Matches
402,Rémy Cabella\148e136f,fr FRA,MFFW,Montpellier,fr Ligue 1,32-058,1990,3.5,60.9,58.0,2.86,0.86,0.00,10.6,2.00,1.43,0.86,0.57,0.29,0.00,47.7,7.43,5.71,8.00,49.4,1.71,1.14,0.29,50.9,0.00,0.86,3.43,0.57,Matches
403,Jimmy Cabot\46359159,fr FRA,DF,Angers,fr Ligue 1,28-017,1994,22.3,61.5,51.4,10.1,0.40,0.09,8.07,1.93,2.24,0.09,0.00,0.04,0.00,37.2,13.3,11.1,5.87,44.9,0.94,9.60,0.04,48.8,0.09,1.35,2.29,2.02,Matches
404,Jovane Cabral\e34e086c,cv CPV,FW,Lazio,it Serie A,23-325,1998,0.7,21.4,20.0,1.43,1.43,0.00,4.29,0.00,0.00,0.00,0.00,0.00,0.00,14.3,2.86,4.29,4.29,14.3,2.86,0.00,0.00,20.0,0.00,0.00,0.00,0.00,Matches
405,Leandro Cabrera\69cbc8b6,uy URU,DF,Espanyol,es La Liga,30-322,1991,33.0,49.2,44.6,4.58,2.70,0.00,4.18,1.70,0.12,0.00,0.00,0.00,0.00,30.5,4.18,14.5,38.3,6.24,2.55,1.15,0.06,37.8,0.33,1.21,1.06,0.82,Matches
406,Liberato Cacace\dd86e8e4,nz NZL,DF,Empoli,it Serie A,21-220,2000,4.2,47.9,39.8,8.10,0.71,0.00,4.52,0.48,1.90,0.00,0.00,0.00,0.00,31.2,9.29,7.38,32.9,6.67,0.95,7.38,0.00,39.8,0.00,0.48,1.67,1.19,Matches
407,Martín Cáceres\e94d79e3,uy URU,DF,Levante,es La Liga,35-028,1987,6.9,49.7,47.4,2.32,1.45,0.00,5.80,3.04,0.43,0.00,0.00,0.00,0.00,33.2,4.78,11.7,16.1,28.0,3.48,0.72,0.14,40.9,0.00,0.87,1.01,0.72,Matches
408,Martín Cáceres\e94d79e3,uy URU,DF,Cagliari,it Serie A,35-028,1987,9.2,49.8,41.4,8.37,1.85,0.00,4.13,2.39,1.30,0.00,0.00,0.00,0.00,23.8,8.59,17.4,8.37,30.8,3.15,6.52,0.33,34.6,0.22,0.76,1.96,1.52,Matches
