Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
667,Fabio Depaoli\d97f2e8d,it ITA,DF,Hellas Verona,it Serie A,25-011,1997,6.7,47.0,2.54,9.55,20.1,20.4,1.94,39.4,1.19,1.79,66.7,1.49,0.15,25.4,116.1,67.2,3.58,1.79,0.30,0.75,0.75,29.4,24.5,83.2,1.64,Matches
668,Fabio Depaoli\d97f2e8d,it ITA,MFDF,Sampdoria,it Serie A,25-011,1997,1.2,40.8,1.67,10.8,18.3,15.0,1.67,39.2,1.67,2.50,66.7,1.67,0.00,25.0,93.3,45.8,2.50,0.83,0.00,1.67,1.67,33.3,24.2,72.5,2.50,Matches
669,Memphis Depay\8f696594,nl NED,FW,Barcelona,es La Liga,28-081,1994,18.1,62.8,0.28,2.54,24.4,39.1,7.90,54.9,1.66,3.31,50.0,1.82,0.00,42.0,179.7,114.3,7.57,1.66,2.10,3.92,1.99,64.3,47.8,74.4,12.1,Matches
670,Mike van der Hoorn\25f50295,nl NED,DF,Arminia,de Bundesliga,29-202,1992,0.2,35.0,10.0,25.0,5.00,5.00,5.00,35.0,0.00,0.00,,0.00,0.00,15.0,55.0,15.0,0.00,0.00,0.00,0.00,0.00,15.0,15.0,100.0,0.00,Matches
671,Arthur Desmas\e8c5dd4d,fr FRA,GK,Clermont Foot,fr Ligue 1,28-028,1994,14.5,30.3,27.4,30.3,0.14,0.00,0.00,20.6,0.00,0.00,,0.00,0.00,13.8,56.1,30.8,0.00,0.00,0.00,0.00,0.00,12.8,12.8,100.0,0.00,Matches
672,Sergiño Dest\5976f83e,us USA,DFFW,Barcelona,es La Liga,21-183,2000,16.8,71.3,1.55,17.0,32.9,27.2,3.21,63.5,1.85,3.51,52.5,1.90,0.06,52.8,285.7,178.5,8.39,2.32,1.13,1.96,1.96,54.5,50.8,93.2,3.99,Matches
673,Mattia Destro\d7d32194,it ITA,FW,Genoa,it Serie A,31-046,1991,18.4,31.7,0.76,2.72,16.7,13.4,4.51,29.4,0.54,1.52,35.7,0.54,0.22,14.3,44.9,23.3,1.52,0.43,0.49,3.42,1.52,45.3,22.2,49.0,5.54,Matches
674,Gerard Deulofeu\39583cfd,es ESP,FWMF,Udinese,it Serie A,28-053,1994,26.6,50.1,0.56,3.42,17.9,32.9,7.07,42.9,1.73,3.98,43.4,1.99,0.15,36.5,221.1,154.4,8.46,2.78,2.59,2.29,2.41,49.5,34.3,69.3,6.35,Matches
675,Kiernan Dewsbury Hall\5c74c0f5,eng ENG,MF,Leicester City,eng Premier League,23-241,1998,18.7,65.6,2.30,14.7,34.1,22.1,1.87,64.1,1.23,2.09,59.0,1.34,0.00,46.4,279.0,156.1,6.04,2.30,0.21,1.82,2.25,53.5,46.7,87.4,4.28,Matches
676,Jacopo Dezi\e921b9db,it ITA,MF,Venezia,it Serie A,30-084,1992,0.2,150.0,0.00,15.0,90.0,60.0,5.00,140.0,5.00,10.0,50.0,5.00,0.00,115.0,705.0,345.0,20.0,0.00,5.00,0.00,0.00,110.0,100.0,90.9,5.00,Matches
677,Samuel Di Carmine\ef94dc2f,it ITA,FW,Hellas Verona,it Serie A,33-227,1988,0.4,25.0,0.00,2.50,17.5,10.0,2.50,22.5,2.50,2.50,100.0,2.50,0.00,20.0,90.0,40.0,2.50,2.50,0.00,5.00,0.00,32.5,17.5,53.8,2.50,Matches
678,Federico Di Francesco\1fca9171,it ITA,FWMF,Empoli,it Serie A,27-325,1994,14.8,38.2,0.88,3.78,15.6,21.5,5.88,37.2,0.54,2.23,24.2,0.61,0.00,27.6,140.5,73.0,3.85,1.22,1.01,2.30,2.23,41.6,27.6,66.4,8.24,Matches
679,Giovanni Di Lorenzo\230a2fac,it ITA,DF,Napoli,it Serie A,28-274,1993,29.9,82.8,3.91,24.0,41.9,22.8,2.74,72.5,0.64,1.34,47.5,0.64,0.07,56.1,272.9,145.3,6.56,2.64,0.43,0.74,0.84,60.6,57.6,95.0,3.14,Matches
680,Ángel Di María\19cda00b,ar ARG,FW,Paris S-G,fr Ligue 1,34-080,1988,15.5,75.7,0.84,5.87,31.7,44.2,5.03,70.8,1.87,3.35,55.8,2.13,0.19,59.0,347.1,201.8,11.5,3.42,1.42,1.74,1.48,69.4,61.9,89.3,8.77,Matches
681,Francesco Di Mariano\35a2557c,it ITA,FW,Venezia,it Serie A,26-015,1996,0.7,28.6,1.43,2.86,14.3,18.6,2.86,28.6,0.00,2.86,0.0,0.00,0.00,24.3,198.6,78.6,5.71,1.43,1.43,0.00,1.43,31.4,24.3,77.3,5.71,Matches
682,Francesco Di Tacchio\b5c3ff9f,it ITA,MF,Salernitana,it Serie A,32-015,1990,13.9,48.5,3.38,13.0,31.1,6.62,0.58,45.8,0.36,0.72,50.0,0.36,0.07,28.4,118.1,54.0,1.73,0.50,0.00,0.50,0.72,28.8,27.0,93.5,0.50,Matches
683,Boulaye Dia\244bc2c8,sn SEN,FW,Villarreal,es La Liga,25-170,1996,12.3,31.5,0.33,3.17,14.4,15.9,6.75,30.3,1.06,1.71,61.9,1.06,0.00,21.1,105.9,49.0,2.03,0.57,0.73,2.76,2.03,39.7,23.5,59.2,9.27,Matches
684,Moussa Diaby\aeed5c06,fr FRA,FWMF,Leverkusen,de Bundesliga,22-302,1999,28.7,43.1,0.17,3.38,21.6,22.4,4.81,41.9,1.60,4.08,39.3,1.88,0.45,36.1,197.4,111.7,5.85,1.99,1.18,2.13,1.60,46.2,33.7,73.1,7.14,Matches
685,Yadaly Diaby\5630a6e0,fr FRA,FWMF,Clermont Foot,fr Ligue 1,21-269,2000,0.7,45.7,2.86,10.0,15.7,24.3,5.71,44.3,1.43,1.43,100.0,1.43,0.00,31.4,127.1,95.7,4.29,1.43,1.43,1.43,7.14,35.7,30.0,84.0,11.4,Matches
686,Mouctar Diakhaby\d2110326,fr FRA,DF,Valencia,es La Liga,25-137,1996,18.7,45.9,8.56,25.5,20.5,2.35,0.75,44.2,0.53,0.75,71.4,0.59,0.05,23.5,145.3,76.4,2.09,0.21,0.05,0.21,0.27,21.9,21.1,96.6,0.16,Matches
687,Ibrahim Diakité\d8c19a60,fr FRA,MF,Reims,fr Ligue 1,18-186,2003,0.0,3,0,2,1,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,2,1,50.0,0,Matches
688,Abdou Diallo\fc62f087,sn SEN,DF,Paris S-G,fr Ligue 1,26-001,1996,9.7,81.6,6.29,27.1,43.6,17.3,0.93,75.2,1.55,2.37,65.2,1.75,0.10,60.0,306.3,181.3,6.49,2.16,0.31,1.03,1.13,62.8,60.9,97.0,1.03,Matches
689,Habib Diallo\6605d143,sn SEN,FW,Strasbourg,fr Ligue 1,26-321,1995,15.5,35.1,1.55,3.16,16.3,17.2,5.61,34.1,1.16,2.32,50.0,1.42,0.26,21.9,77.9,38.0,1.81,0.71,0.32,3.48,1.81,46.1,26.0,56.4,7.87,Matches
690,Ibrahima Diallo\11ff3d56,fr FRA,MF,Southampton,eng Premier League,23-058,1999,9.9,47.8,1.72,8.08,29.1,13.2,1.01,47.6,1.82,2.42,75.0,2.22,0.10,32.5,171.2,89.4,4.55,1.52,0.10,1.01,1.11,38.5,32.2,83.7,1.62,Matches
691,Mouhamadou Diarra\6d0fe035,sn SEN,MF,Strasbourg,fr Ligue 1,18-122,2004,1.2,59.2,0.83,7.50,45.0,10.0,0.00,59.2,2.50,3.33,75.0,2.50,0.00,40.8,177.5,69.2,3.33,0.83,0.00,0.00,2.50,41.7,41.7,100.0,0.83,Matches
692,Stéphane Diarra\29939a1d,fr FRA,FWMF,Lorient,fr Ligue 1,23-147,1998,5.8,48.8,0.17,5.00,23.1,25.9,5.00,45.3,2.59,5.34,48.4,2.93,0.52,35.7,234.1,153.8,7.59,2.41,1.38,2.07,2.59,46.4,33.6,72.5,10.2,Matches
693,Raphael Dias Belloli\3423f250,br BRA,FWMF,Leeds United,eng Premier League,25-142,1996,28.9,55.3,1.52,7.65,24.5,26.4,4.46,50.2,2.01,4.95,40.6,2.35,0.52,37.6,175.8,110.5,5.78,1.14,1.04,2.66,1.66,51.5,37.1,72.0,6.19,Matches
694,Rúben Dias\31c69ef1,pt POR,DF,Manchester City,eng Premier League,24-356,1997,26.2,91.3,6.64,33.1,61.4,4.20,1.18,89.6,0.08,0.19,40.0,0.08,0.04,67.7,403.3,251.6,9.08,0.84,0.00,0.19,0.08,74.8,73.7,98.5,0.31,Matches
695,Krepin Diatta\8104e41e,sn SEN,MFDF,Monaco,fr Ligue 1,23-069,1999,3.2,43.4,0.31,3.75,20.0,21.9,5.00,43.4,1.88,2.81,66.7,1.88,0.00,31.9,176.9,110.0,7.50,1.56,2.50,2.50,0.63,45.6,31.6,69.2,5.31,Matches
696,Amadou Diawara\bf309d24,gn GUI,MF,Roma,it Serie A,24-292,1997,1.9,41.6,1.05,13.2,24.7,5.26,0.00,40.0,0.53,0.53,100.0,0.53,0.00,22.6,78.4,23.2,0.53,0.53,0.00,0.00,0.00,26.8,25.3,94.1,0.00,Matches
697,Brahim Díaz\407feb71,es ESP,MF,Milan,it Serie A,22-275,1999,20.4,47.5,0.49,3.24,27.1,21.7,3.48,46.1,1.96,3.77,51.9,2.11,0.15,38.7,212.0,113.2,5.93,2.35,0.54,2.30,2.60,46.2,35.9,77.7,6.62,Matches
698,Javier Díaz\17a1299d,es ESP,GK,Sevilla,es La Liga,24-355,1997,1.0,34.0,31.0,34.0,0.00,0.00,0.00,28.0,0.00,0.00,,0.00,0.00,22.0,59.0,19.0,0.00,0.00,0.00,0.00,0.00,23.0,23.0,100.0,0.00,Matches
699,Luis Díaz\4a1a9578,co COL,FW,Liverpool,eng Premier League,25-112,1997,7.9,57.5,0.38,3.80,24.7,32.7,7.97,57.5,2.53,4.05,62.5,2.78,0.00,47.6,249.5,152.7,8.48,1.52,2.53,2.15,3.29,58.6,45.6,77.8,9.62,Matches
700,Víctor Díaz\3624ce4c,es ESP,DF,Granada,es La Liga,33-327,1988,13.0,54.9,9.00,29.8,23.8,4.08,0.77,51.2,0.15,0.38,40.0,0.15,0.08,28.8,126.9,64.8,1.54,0.54,0.00,0.15,0.08,32.9,31.8,96.7,0.15,Matches
701,Daniel Didavi\d3096421,de GER,FWMF,Stuttgart,de Bundesliga,32-073,1990,3.1,47.7,0.65,4.19,23.5,24.5,3.87,44.5,1.94,2.90,66.7,1.94,0.32,33.2,185.8,85.2,3.87,2.26,0.32,0.97,0.97,46.8,33.5,71.7,10.0,Matches
702,Bamba Dieng\40774c6b,sn SEN,FWMF,Marseille,fr Ligue 1,22-043,2000,9.9,32.2,0.91,4.44,11.6,18.4,7.07,31.3,0.40,1.11,36.4,0.51,0.10,20.2,117.0,74.4,3.33,1.01,1.52,2.53,1.92,38.3,23.2,60.7,7.88,Matches
703,Eric Dier\ac861941,eng ENG,DF,Tottenham,eng Premier League,28-110,1994,30.1,72.6,13.6,43.2,32.1,1.86,0.66,71.0,0.00,0.07,0.0,0.03,0.00,47.6,269.5,150.4,2.82,0.37,0.03,0.10,0.03,55.1,54.4,98.6,0.17,Matches
704,Elhadji Dieye\6a04bb7c,sn SEN,MFFW,Saint-Étienne,fr Ligue 1,19-334,2002,0.4,55.0,2.50,12.5,25.0,20.0,10.0,50.0,2.50,5.00,50.0,2.50,0.00,25.0,180.0,120.0,5.00,2.50,2.50,2.50,2.50,45.0,27.5,61.1,5.00,Matches
705,Lucas Digne\1b84dbe1,fr FRA,DF,Aston Villa,eng Premier League,28-289,1993,9.1,70.5,3.74,18.9,25.9,29.3,2.31,57.6,0.33,0.88,37.5,0.44,0.11,39.8,181.8,101.0,4.40,1.10,0.22,0.99,1.21,45.5,40.0,87.9,4.62,Matches
706,Lucas Digne\1b84dbe1,fr FRA,DF,Everton,eng Premier League,28-289,1993,13.0,63.3,4.00,21.0,24.5,21.8,1.15,51.2,0.46,0.92,50.0,0.46,0.00,30.7,159.6,87.8,3.62,1.92,0.15,0.62,0.77,33.0,29.6,89.7,1.62,Matches
707,Virgil van Dijk\e06683ca,nl NED,DF,Liverpool,eng Premier League,30-301,1991,32.0,83.2,9.72,39.6,44.5,2.47,1.47,81.0,0.09,0.13,75.0,0.09,0.00,53.7,205.8,108.6,3.03,0.16,0.00,0.22,0.16,61.3,60.2,98.3,0.25,Matches
708,Mitchell Dijks\0a3065c8,nl NED,DF,Bologna,it Serie A,29-085,1993,6.5,53.8,3.08,20.0,20.3,18.5,2.15,45.2,2.15,4.31,50.0,2.31,0.77,33.2,186.3,116.0,3.85,1.54,0.46,1.38,0.31,37.5,32.5,86.5,1.54,Matches
709,Javairô Dilrosun\34a0f5ff,nl NED,MFFW,Bordeaux,fr Ligue 1,23-317,1998,16.4,41.1,0.49,4.45,20.1,20.6,2.20,37.7,1.52,2.74,55.6,1.71,0.00,30.2,218.8,124.1,5.61,2.01,0.85,1.83,1.40,38.5,29.4,76.4,5.85,Matches
710,Javairô Dilrosun\34a0f5ff,nl NED,FW,Hertha BSC,de Bundesliga,23-317,1998,1.5,34.7,1.33,8.67,20.7,8.67,0.00,34.7,2.00,4.67,42.9,3.33,0.67,27.3,142.0,56.0,3.33,1.33,0.00,1.33,1.33,30.0,22.7,75.6,2.00,Matches
711,Federico Dimarco\970b8574,it ITA,DF,Inter,it Serie A,24-176,1997,14.8,85.5,5.14,25.1,39.7,29.4,2.91,73.5,0.54,1.01,53.3,0.61,0.07,56.3,304.8,195.1,7.03,3.24,0.47,0.74,0.61,61.4,58.1,94.6,4.32,Matches
712,Landry Dimata\b5f63410,be BEL,FWMF,Espanyol,es La Liga,24-246,1997,6.0,30.2,1.33,2.83,16.2,13.5,3.33,29.3,0.67,1.33,50.0,0.67,0.00,19.2,92.3,49.5,2.33,1.00,0.33,3.67,1.67,46.0,22.7,49.3,7.00,Matches
713,Stole Dimitrievski\fc70e345,mk MKD,GK,Rayo Vallecano,es La Liga,28-131,1993,27.8,33.3,30.2,33.2,0.22,0.00,0.00,22.7,0.00,0.00,,0.00,0.00,13.8,80.6,50.2,0.00,0.00,0.00,0.00,0.00,11.7,11.7,99.7,0.00,Matches
714,Junior Dina Ebimbe\95bb6ddc,fr FRA,MF,Paris S-G,fr Ligue 1,21-165,2000,3.5,72.9,1.71,16.0,48.0,13.1,1.43,72.6,1.14,2.00,57.1,1.14,0.00,56.3,218.0,94.3,4.57,1.71,0.57,1.14,3.14,66.9,60.3,90.2,2.29,Matches
715,Tristan Dingomé\92b56413,cm CMR,MFFW,Troyes,fr Ligue 1,31-077,1991,11.9,53.9,0.67,6.89,28.4,20.9,2.18,50.6,1.09,1.18,92.9,1.09,0.08,29.4,116.3,53.8,2.94,0.92,0.17,1.34,1.26,46.6,37.9,81.4,6.47,Matches
716,Sinaly Diomande\6de23ab0,ci CIV,DF,Lyon,fr Ligue 1,21-026,2001,6.4,84.2,9.84,45.3,42.5,2.19,0.63,82.8,0.31,0.47,66.7,0.31,0.00,60.2,275.8,140.5,2.03,0.16,0.00,0.16,0.31,65.6,64.8,98.8,0.00,Matches
717,Issa Diop\a712ca2b,fr FRA,DF,West Ham,eng Premier League,25-116,1997,10.7,53.1,8.60,31.2,24.3,0.93,0.47,51.9,0.00,0.00,,0.00,0.00,28.5,180.1,87.3,1.78,0.19,0.00,0.09,0.09,33.0,32.1,97.5,0.00,Matches
718,Sofiane Diop\19053e31,fr FRA,MFFW,Monaco,fr Ligue 1,21-330,2000,21.6,58.2,0.28,5.97,28.1,29.2,4.40,53.9,2.31,3.84,60.2,2.50,0.05,41.7,231.5,122.5,6.99,2.73,1.11,3.01,1.94,54.1,42.2,77.9,8.06,Matches
719,Andy Diouf\9b5237b1,fr FRA,MF,Rennes,fr Ligue 1,19-353,2002,0.2,70.0,0.00,30.0,30.0,15.0,5.00,70.0,0.00,0.00,,0.00,0.00,50.0,200.0,100.0,5.00,0.00,0.00,10.0,0.00,35.0,35.0,100.0,5.00,Matches
720,Assane Dioussé\7f622eef,sn SEN,MF,Saint-Étienne,fr Ligue 1,24-227,1997,0.3,133.3,0.00,30.0,100.0,10.0,0.00,123.3,0.00,0.00,,0.00,0.00,90.0,483.3,276.7,13.3,3.33,0.00,3.33,0.00,96.7,90.0,93.1,3.33,Matches
721,Axel Disasi\ad82197c,fr FRA,DF,Monaco,fr Ligue 1,24-055,1998,28.2,67.0,7.77,31.9,38.1,1.81,0.89,65.7,0.43,0.46,92.3,0.43,0.04,44.1,273.0,165.0,4.01,0.43,0.04,0.18,0.21,47.1,45.9,97.4,0.14,Matches
722,Filippo Distefano\2110f96c,it ITA,FW,Fiorentina,it Serie A,18-250,2003,0.0,3,0,2,0,1,0,3,0,0,,0,0,2,0,0,0,0,0,0,1,3,2,66.7,0,Matches
723,Matías Dituro\b6160ad0,ar ARG,GK,Celta Vigo,es La Liga,34-362,1987,34.0,40.9,35.9,40.5,0.38,0.06,0.03,30.7,0.00,0.00,,0.00,0.00,21.5,99.1,57.7,0.00,0.00,0.00,0.03,0.00,19.7,19.6,99.6,0.00,Matches
724,Tiago Djaló\b2336681,pt POR,DF,Lille,fr Ligue 1,22-026,2000,22.9,70.9,6.64,32.3,36.8,6.77,0.87,63.9,0.66,0.83,78.9,0.66,0.00,44.5,231.6,129.5,3.71,0.66,0.13,0.61,0.61,46.6,45.0,96.7,0.35,Matches
725,Djené\a4971d84,tg TOG,DF,Getafe,es La Liga,30-125,1991,30.6,48.1,5.65,22.7,24.8,3.33,0.42,47.2,0.52,0.56,94.1,0.52,0.00,28.7,143.2,63.3,2.52,0.75,0.00,0.33,0.36,26.2,25.6,97.6,0.07,Matches
726,Moussa Djenepo\254147d4,ml MLI,MF,Southampton,eng Premier League,23-324,1998,4.9,49.6,1.43,9.39,19.4,23.3,5.51,49.6,2.65,5.31,50.0,2.86,0.20,36.5,208.6,146.3,6.33,1.22,1.84,3.67,3.06,37.1,30.2,81.3,3.67,Matches
727,Koffi Djidji\933d3b51,ci CIV,DF,Torino,it Serie A,29-156,1992,18.7,54.6,3.69,22.0,28.7,7.27,0.53,52.1,0.53,0.70,76.9,0.59,0.00,30.5,145.0,69.5,2.41,0.86,0.11,0.53,0.32,31.4,30.5,96.9,0.37,Matches
728,Alexander Djiku\43e7a164,gh GHA,DF,Strasbourg,fr Ligue 1,27-269,1994,27.9,64.3,6.99,29.6,34.2,4.98,0.79,62.1,0.32,0.36,90.0,0.32,0.00,38.8,209.6,124.1,3.80,0.65,0.00,0.32,0.32,42.7,41.9,98.1,0.04,Matches
729,Bryan Djile Nokoué\75186a6a,cm CMR,DFMF,Saint-Étienne,fr Ligue 1,19-347,2002,0.6,63.3,3.33,28.3,23.3,13.3,1.67,48.3,1.67,1.67,100.0,1.67,0.00,35.0,46.7,16.7,0.00,0.00,0.00,3.33,3.33,31.7,28.3,89.5,3.33,Matches
730,Berat Djimsiti\6eee05f1,al ALB,DF,Atalanta,it Serie A,29-075,1993,22.1,67.1,5.57,28.5,34.7,8.14,0.86,63.8,0.23,0.36,62.5,0.23,0.00,39.7,200.7,97.9,3.30,0.72,0.05,0.27,0.14,44.3,42.8,96.7,0.68,Matches
731,Ouparine Djoco\62124972,sn SEN,GK,Clermont Foot,fr Ligue 1,24-013,1998,20.5,33.1,28.5,33.0,0.10,0.00,0.00,23.6,0.00,0.00,,0.00,0.00,14.4,78.9,38.8,0.00,0.00,0.00,0.05,0.00,12.5,12.4,99.2,0.00,Matches
732,Naïs Djouahra\3594a357,fr FRA,FWMF,Real Sociedad,es La Liga,22-163,1999,2.2,57.7,1.36,6.36,27.7,30.0,2.73,55.9,1.36,3.64,37.5,1.82,0.45,45.0,267.7,174.5,8.18,2.73,2.27,4.55,1.36,45.9,42.3,92.1,3.64,Matches
733,Marko Dmitrović\ac295d9e,rs SRB,GK,Sevilla,es La Liga,30-101,1992,5.0,37.4,32.4,37.2,0.20,0.00,0.00,31.2,0.00,0.00,,0.00,0.00,20.2,55.6,20.2,0.00,0.00,0.00,0.00,0.00,21.0,21.0,100.0,0.00,Matches
734,Lewis Dobbin\e814e1cf,eng ENG,FWMF,Everton,eng Premier League,19-122,2003,0.4,32.5,0.00,7.50,17.5,12.5,5.00,32.5,0.00,2.50,0.0,0.00,0.00,27.5,202.5,107.5,2.50,0.00,2.50,2.50,2.50,52.5,20.0,38.1,7.50,Matches
735,Matt Doherty\d557d734,ie IRL,DF,Tottenham,eng Premier League,30-109,1992,9.7,66.4,3.40,19.0,28.9,21.6,3.81,60.0,0.62,0.93,66.7,0.62,0.00,42.3,205.3,122.9,6.70,1.24,0.93,1.13,0.82,47.5,43.8,92.2,4.12,Matches
736,Jeremy Doku\fffea3e5,be BEL,MFFW,Rennes,fr Ligue 1,19-343,2002,4.9,48.8,0.41,5.51,22.2,27.8,5.31,48.8,5.51,8.57,64.3,5.71,0.61,46.9,298.2,224.3,12.4,3.47,2.24,4.49,3.88,49.8,37.8,75.8,5.51,Matches
737,Kasper Dolberg\cc83b74d,dk DEN,FW,Nice,fr Ligue 1,24-211,1997,16.6,27.4,1.14,2.83,12.5,13.2,4.10,26.8,0.72,1.27,57.1,0.84,0.06,16.9,65.8,31.3,2.05,0.60,0.36,3.13,1.69,37.2,19.6,52.7,6.02,Matches
738,Jaume Doménech\c9cb972b,es ESP,GK,Valencia,es La Liga,31-181,1990,2.8,33.9,30.4,33.6,0.36,0.00,0.00,19.6,0.00,0.00,,0.00,0.00,12.1,70.7,41.8,0.00,0.00,0.00,0.00,0.00,8.57,8.57,100.0,0.00,Matches
739,Brandon Domingues\2a00c6c0,fr FRA,MFFW,Troyes,fr Ligue 1,21-333,2000,2.6,51.2,0.77,8.46,24.2,25.4,4.62,49.2,0.38,1.54,25.0,0.38,0.00,37.3,237.3,144.2,6.92,2.69,0.38,2.69,1.92,45.8,36.9,80.7,4.62,Matches
740,Carlos Dominguez\3521abfe,es ESP,DF,Celta Vigo,es La Liga,21-124,2001,3.5,56.6,8.57,35.7,22.3,0.57,0.29,55.4,0.29,0.57,50.0,0.29,0.00,31.1,197.7,109.4,2.29,0.00,0.00,0.00,0.57,35.7,34.9,97.6,0.00,Matches
741,Nicolás Domínguez\20b3a502,ar ARG,MF,Bologna,it Serie A,23-311,1998,20.9,65.7,3.40,17.3,40.9,11.2,1.05,63.3,0.53,1.00,52.4,0.62,0.05,38.2,186.4,87.9,3.49,1.39,0.10,1.00,0.86,45.1,41.4,91.8,1.82,Matches
742,Lee Dongjun\96d0b6f0,kr KOR,MF,Hertha BSC,de Bundesliga,25-093,1997,1.3,36.2,0.00,5.38,14.6,19.2,5.38,36.2,1.54,7.69,20.0,2.31,0.00,22.3,62.3,41.5,2.31,0.00,0.77,3.08,2.31,33.8,20.8,61.4,6.92,Matches
743,Anastasios Donis\0f26fd24,gr GRE,FWMF,Reims,fr Ligue 1,25-249,1996,4.1,38.8,0.73,5.37,15.9,23.7,5.12,38.0,1.71,3.90,43.8,1.95,0.00,30.2,242.4,170.7,7.80,2.68,2.20,2.68,3.17,42.0,27.8,66.3,8.05,Matches
744,Gianluigi Donnarumma\08f5afaa,it ITA,GK,Paris S-G,fr Ligue 1,23-069,1999,16.0,28.9,25.6,28.9,0.06,0.00,0.00,22.4,0.06,0.06,100.0,0.06,0.00,13.3,47.3,24.8,0.00,0.00,0.00,0.00,0.13,13.2,13.0,98.6,0.00,Matches
745,Niklas Dorsch\7f73bdf4,de GER,MF,Augsburg,de Bundesliga,24-110,1998,24.4,53.3,3.48,18.9,31.7,5.74,0.00,50.5,0.98,1.39,70.6,1.02,0.00,34.5,171.7,66.2,1.76,0.49,0.00,0.37,1.07,30.1,27.8,92.5,0.37,Matches
746,Gabriel Dos Santos\67ac5bb8,br BRA,DF,Arsenal,eng Premier League,24-137,1997,30.4,67.9,11.3,36.2,33.7,3.13,1.25,66.3,0.10,0.10,100.0,0.10,0.00,47.2,289.2,163.0,3.88,0.69,0.00,0.26,0.10,51.3,50.1,97.5,0.23,Matches
747,Jodel Dossou\a1dbfcb1,bj BEN,FW,Clermont Foot,fr Ligue 1,30-049,1992,20.6,39.7,0.63,5.49,17.1,20.7,4.61,39.2,1.99,3.50,56.9,2.09,0.05,31.9,181.3,118.6,6.55,1.60,1.75,2.86,2.57,39.4,29.4,74.6,6.46,Matches
748,Lucas Douath\3cd7820a,fr FRA,MF,Saint-Étienne,fr Ligue 1,18-273,2003,18.9,52.7,1.96,14.6,33.8,8.73,0.63,51.9,0.95,1.59,60.0,1.06,0.00,37.9,235.0,100.8,3.70,1.22,0.05,1.01,1.06,36.5,33.4,91.6,1.16,Matches
749,Lohann Doucet\dff0c299,fr FRA,MF,Nantes,fr Ligue 1,19-233,2002,0.1,110.0,0.00,10.0,100.0,0.00,0.00,110.0,0.00,0.00,,0.00,0.00,50.0,250.0,130.0,10.0,0.00,0.00,0.00,0.00,50.0,50.0,100.0,0.00,Matches
750,Abdoulaye Doucouré\02b29014,ml MLI,MF,Everton,eng Premier League,29-124,1993,23.8,49.2,2.56,12.5,26.3,12.9,1.64,48.5,0.80,1.55,51.4,0.84,0.00,29.1,146.5,82.0,3.07,1.09,0.29,1.01,0.71,33.1,28.0,84.6,2.14,Matches
751,Cheick Doucouré\ce4f40c7,ml MLI,MF,Lens,fr Ligue 1,22-117,2000,29.7,67.7,2.12,13.9,47.3,11.5,0.61,67.0,0.77,1.14,67.6,0.84,0.00,46.1,259.8,142.5,6.90,1.99,0.07,0.77,0.64,52.4,50.0,95.4,1.48,Matches
752,Fodé Doucouré\1bfe34dc,ml MLI,DF,Reims,fr Ligue 1,21-091,2001,1.7,62.4,4.71,24.7,27.6,13.5,0.00,53.5,1.18,1.18,100.0,1.18,0.59,31.8,109.4,67.1,1.18,1.18,0.00,0.59,0.59,32.4,27.6,85.5,0.59,Matches
753,Kamory Doumbia\9226aa22,fr FRA,MFFW,Reims,fr Ligue 1,19-076,2003,1.5,65.3,2.67,12.7,34.7,24.7,2.00,61.3,1.33,2.00,66.7,1.33,0.00,36.0,183.3,106.0,4.67,2.00,0.00,7.33,1.33,50.7,42.0,82.9,9.33,Matches
754,Moussa Doumbia\6481421d,ml MLI,FW,Reims,fr Ligue 1,27-263,1994,1.0,52.0,0.00,3.00,19.0,31.0,7.00,48.0,0.00,1.00,0.0,0.00,0.00,41.0,173.0,74.0,5.00,0.00,1.00,6.00,2.00,56.0,43.0,76.8,9.00,Matches
755,Souleyman Doumbia\9daeac61,ci CIV,DF,Angers,fr Ligue 1,25-223,1996,22.7,57.8,3.00,17.5,28.8,16.0,1.59,50.4,2.03,3.35,60.5,2.16,0.13,38.7,210.6,122.7,5.11,1.37,0.44,1.76,1.72,38.6,35.9,92.9,2.91,Matches
756,Kieran Dowell\2f6ec02a,eng ENG,FWMF,Norwich City,eng Premier League,24-207,1997,7.8,42.1,0.64,5.90,19.4,19.6,1.92,38.8,0.51,1.03,50.0,0.51,0.00,26.5,122.9,57.6,2.69,1.15,0.38,1.54,1.92,39.0,28.7,73.7,5.64,Matches
757,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,it Serie A,24-259,1997,6.2,59.4,44.8,59.2,0.65,0.00,0.00,51.8,0.00,0.00,,0.00,0.00,39.8,186.0,98.1,0.00,0.00,0.00,0.00,0.00,41.0,41.0,100.0,0.00,Matches
758,Radu Drăgușin\620922ed,ro ROU,DF,Sampdoria,it Serie A,20-091,2002,6.9,47.0,6.09,21.6,20.3,6.96,0.29,40.1,0.00,0.00,,0.00,0.00,21.0,137.5,66.5,2.32,0.72,0.00,0.43,0.43,20.4,18.8,92.2,0.58,Matches
